Province,Farm_ID,c1_Soil_pH,c2_CaCO3,c3_OM,c4_K2O,c5_Sand,c6_Clay,c7_Nitrogen,c8_Phosphorous,c9_Potassium,c10_SowingRate,Y_GrainYield
Province_48,Farm_25,7.91,7.69,1.76,357.16,32.44,31.39,8.54,22.82,0.78,118.78,4764.25
Province_48,Farm_26,6.34,16.34,1.55,186.28,57.33,19.33,14.53,19.91,21.58,209.91,2789.38
Province_48,Farm_27,6.67,,0.96,127.44,52.09,25.44,42.46,,7.48,234.8,4202.51
Province_48,Farm_28,8.09,,0.91,246.57,67.66,47.47,,32.74,3.07,137.7,3241.46
Province_48,Farm_29,6.25,18.53,1.37,377.96,48.08,,3.06,28.13,6.0,188.77,3681.41
Province_48,Farm_30,7.79,21.83,0.95,286.69,,49.4,31.4,49.56,22.0,,2755.04
Province_48,Farm_31,6.39,12.69,,295.85,26.0,11.65,40.38,42.64,13.58,128.92,3598.38
Province_48,Farm_32,6.24,,2.37,378.58,41.75,34.12,26.2,18.1,5.98,108.83,4362.89
Province_48,Farm_33,7.99,3.69,1.04,150.85,25.8,44.1,30.93,,4.01,149.3,3884.45
Province_48,Farm_34,,13.15,2.76,201.48,23.16,24.44,19.22,17.24,6.89,285.88,4440.99
Province_48,Farm_35,7.57,0.08,,158.83,,48.55,25.41,17.66,0.9,258.03,4567.45
Province_48,Farm_36,7.04,7.93,3.19,137.4,66.3,40.84,4.82,9.12,2.09,156.63,5065.28
Province_49,Farm_1,,11.82,,274.73,75.26,33.4,36.99,44.49,16.13,208.16,3768.53
Province_49,Farm_2,8.07,,3.46,,52.58,17.01,,32.0,4.13,201.25,4047.19
Province_49,Farm_3,6.34,9.8,2.15,314.38,79.35,18.36,30.67,25.29,19.23,141.34,3266.94
Province_49,Farm_4,8.03,10.71,0.82,153.64,38.5,32.62,27.34,36.02,0.32,,4353.77
Province_49,Farm_5,8.44,19.51,3.23,351.85,,41.46,30.92,43.75,2.81,256.91,4738.36
Province_49,Farm_6,7.16,21.96,3.76,296.64,53.61,13.18,1.94,49.81,19.53,149.39,3208.42
Province_49,Farm_7,7.65,,3.59,231.07,74.03,28.29,38.72,8.85,12.02,298.75,4927.77
Province_49,Farm_8,8.2,9.61,1.32,249.19,32.09,47.46,33.94,12.68,17.26,131.14,3245.41
Province_49,Farm_9,6.95,10.39,3.88,147.76,35.6,29.87,41.71,0.81,15.73,234.99,3479.18
Province_49,Farm_10,7.57,16.3,2.06,228.7,54.73,46.91,,14.72,21.22,166.09,3889.89
Province_49,Farm_11,6.73,20.68,0.56,129.6,75.81,13.09,46.44,27.78,7.51,298.12,4132.65
Province_49,Farm_12,8.3,21.63,0.61,295.26,24.21,24.51,0.97,32.24,15.31,180.6,3983.6
Province_49,Farm_13,6.15,14.94,3.63,179.02,,49.49,14.47,19.87,4.26,252.13,3834.93
Province_49,Farm_14,6.27,17.81,2.51,331.03,69.93,19.33,8.51,38.08,13.96,143.65,3103.65
Province_49,Farm_15,6.37,27.08,3.17,259.72,,,16.95,27.81,11.88,150.67,3651.38
Province_49,Farm_16,7.75,10.45,0.9,336.18,,24.31,32.81,48.75,3.69,178.18,3757.99
Province_49,Farm_17,,13.99,1.99,266.44,41.11,10.07,40.51,34.26,8.27,152.84,3210.26
Province_49,Farm_18,7.44,6.16,1.36,83.11,22.85,41.1,18.69,,22.22,281.73,4357.92
Province_49,Farm_19,7.25,23.62,2.8,224.86,28.72,23.88,49.22,,13.19,262.32,3917.9
Province_49,Farm_20,8.34,11.53,1.28,367.31,,35.78,6.93,5.18,10.63,118.34,3496.03
Province_49,Farm_21,7.18,24.04,0.89,172.6,59.89,32.57,34.42,,3.77,296.18,4309.62
Province_49,Farm_22,6.93,27.5,3.02,,29.68,22.79,18.23,32.1,4.25,195.24,3076.89
Province_49,Farm_23,6.54,22.99,2.71,56.85,58.42,20.82,23.46,3.42,9.12,,4690.08
Province_49,Farm_24,6.28,17.66,,203.65,23.06,40.21,27.55,41.54,9.58,101.97,3662.83
Province_49,Farm_25,8.05,14.49,1.9,173.25,34.42,48.63,,19.44,11.74,159.3,3743.54
Province_49,Farm_26,7.09,4.44,1.9,62.08,37.18,15.79,41.33,,21.79,164.1,2676.92
Province_49,Farm_27,,6.09,1.6,281.29,34.82,12.08,,27.44,10.14,217.28,3463.5
Province_49,Farm_28,7.59,21.06,3.46,182.45,43.4,37.91,,14.53,2.48,135.09,3500.63
Province_49,Farm_29,,6.45,3.81,177.28,37.84,40.01,16.04,29.99,,175.62,3404.12
Province_49,Farm_30,8.48,25.5,1.95,310.38,56.11,46.23,34.28,1.47,,112.4,4118.13
Province_49,Farm_31,6.84,11.22,2.7,320.48,68.17,21.89,1.47,12.89,21.99,193.18,4981.64
Province_50,Farm_1,,6.68,3.63,384.53,73.49,13.78,22.94,44.39,1.16,182.11,4666.0
Province_50,Farm_2,8.15,11.38,2.27,342.14,64.68,34.44,9.74,2.48,15.5,200.74,3920.5
Province_50,Farm_3,7.57,25.85,1.55,87.58,62.25,46.07,34.21,30.67,21.24,278.73,4378.0
Province_50,Farm_4,8.16,27.91,2.9,104.08,20.04,,33.07,27.35,19.75,157.06,3384.22
Province_50,Farm_5,7.25,17.66,2.59,307.3,55.29,32.21,29.85,1.7,23.4,290.12,3868.97
Province_50,Farm_6,,,3.75,290.61,66.83,10.24,15.57,45.1,7.42,100.5,3674.69
Province_50,Farm_7,6.95,9.64,1.16,276.32,72.53,48.8,49.04,47.14,5.47,144.58,4048.86
Province_50,Farm_8,6.92,,2.82,313.36,73.87,42.23,9.26,18.28,6.33,162.98,3146.31
Province_50,Farm_9,8.12,16.05,2.42,111.73,46.16,37.78,20.4,27.84,23.38,248.48,3802.52
Province_50,Farm_10,7.51,1.08,,192.13,54.47,28.48,22.5,47.81,8.43,213.29,4530.51
Province_50,Farm_11,8.36,12.78,3.57,174.11,25.51,40.26,,,18.19,268.33,3593.62
Province_50,Farm_12,8.14,,0.59,382.65,44.06,42.55,24.93,46.37,12.7,,5095.44
Province_50,Farm_13,7.2,29.44,,268.85,20.34,29.55,41.59,21.46,17.96,225.78,3270.36
Province_50,Farm_14,6.33,9.37,2.65,343.46,,13.84,,46.35,16.93,169.76,3729.43
Province_50,Farm_15,7.05,24.16,3.12,276.0,70.08,25.96,2.67,30.1,,153.32,4041.76
Province_50,Farm_16,6.9,22.31,1.06,,67.32,,15.06,0.29,13.32,299.81,4431.04
Province_50,Farm_17,7.41,16.31,1.6,147.39,64.0,13.12,27.97,8.37,6.17,176.26,4115.42
Province_50,Farm_18,6.06,24.79,1.56,100.49,,48.35,1.77,49.06,8.23,202.5,3604.15
Province_50,Farm_19,8.24,7.96,3.45,63.05,41.32,43.53,16.92,19.89,17.15,203.4,3847.52
Province_50,Farm_20,6.15,6.19,2.35,133.39,47.39,16.88,47.74,38.18,13.02,286.62,3967.31
Province_50,Farm_21,6.44,21.17,3.27,178.29,49.5,,,2.47,18.78,205.34,4144.93
Province_50,Farm_22,6.32,1.08,1.44,120.71,46.71,,,41.02,19.94,,3842.95
Province_50,Farm_23,6.55,13.0,3.53,381.45,64.77,16.05,44.22,12.63,22.33,224.57,3606.87
Province_50,Farm_24,,18.78,3.55,,72.58,45.68,22.5,49.71,14.91,230.44,4009.79
Province_50,Farm_25,6.56,6.37,2.92,,50.44,12.31,36.23,38.59,1.99,289.14,4827.42
Province_50,Farm_26,6.99,28.17,2.26,182.73,27.75,16.84,41.65,39.39,8.46,202.47,3536.14
Province_50,Farm_27,8.35,28.69,,226.05,38.45,26.93,41.43,18.06,0.38,255.36,3621.81
Province_50,Farm_28,6.93,2.83,3.3,313.82,69.37,14.24,,0.17,5.5,160.67,3410.54
Province_50,Farm_29,6.38,1.47,,272.7,50.36,21.28,26.54,7.03,13.69,299.38,3172.56
Province_50,Farm_30,7.8,15.32,0.6,83.88,58.85,39.92,,36.96,18.49,196.36,4295.67
Province_50,Farm_31,7.28,5.53,3.43,153.43,48.87,38.68,44.11,33.48,18.18,177.8,3904.0
Province_50,Farm_32,7.53,15.4,0.95,61.47,36.98,49.8,27.38,15.92,5.77,296.86,3881.33
Province_50,Farm_33,7.01,6.93,1.3,179.74,77.59,44.23,14.75,17.65,12.03,232.9,2680.78
Province_50,Farm_34,6.94,24.6,2.45,,31.39,18.42,20.55,31.97,7.04,,3622.99
Province_50,Farm_35,7.95,19.41,3.97,282.74,54.77,21.61,7.05,30.17,22.1,249.0,3350.78
Province_50,Farm_36,6.99,24.57,3.99,225.97,39.73,27.46,24.05,9.91,16.76,263.52,4366.18
